idAlumno,Cd_Procedencia,Edo_Procedencia,Pais_Procedencia
A79641,Monterrey,Nuevo León,México
A77057,Guadalupe,Nuevo León,México
A37315,Monclova,Coahuila,México
A33099,Monclova,Coahuila,México
A22236,San Pedro Garza García,Nuevo León,México
A50496,Monterrey,Nuevo León,México
A80398,Miami Beach,Florida,Estados Unidos de América
A17373,Veracruz,Veracruz,México
A66085,Guadalupe,Nuevo León,México
A70091,Reynosa,Tamaulipas,México
A21149,Monterrey,Nuevo León,México
A33582,Boca del Río,Veracruz,México
A86246,Saltillo,Coahuila,México
A25279,Papantla,Veracruz,México
A33414,Monterrey,Nuevo León,México
A24133,Matamoros (Heróica Matamoros),Tamaulipas,México
A16940,San Pedro Garza García,Nuevo León,México
A67681,San Pedro Garza García,Nuevo León,México
A52057,Monterrey,Nuevo León,México
A26271,Coatzacoalcos,Veracruz,México
A35242,Monterrey,Nuevo León,México
A89997,Jalapa,Veracruz,México
A39469,Boca del Río,Veracruz,México
A41878,Monterrey,Nuevo León,México
A56323,Veracruz,Veracruz,México
A26806,Minatitlán,Veracruz,México
A22239,Guadalupe,Nuevo León,México
A44360,Monterrey,Nuevo León,México
A22369,Coatepec,Veracruz,México
A22488,Jalapa,Veracruz,México
A75781,Orizaba,Veracruz,México
A36949,Minatitlán,Veracruz,México
A36993,Jalapa,Veracruz,México
A24026,Veracruz,Veracruz,México
A48973,Guadalupe,Nuevo León,México
A57466,Jalapa,Veracruz,México
A62246,Jalapa,Veracruz,México
A34208,Teziutlán,Puebla,México
A67343,Saltillo,Coahuila,México
A41944,Monterrey,Nuevo León,México
A18149,Melchor Muzquiz,Coahuila,México
A61986,Santa Tecla,La Libertad,El Salvador
A82597,Cadereyta Jiménez,Nuevo León,México
A29727,Ciudad Victoria,Tamaulipas,México
A26547,Monterrey,Nuevo León,México
A70263,Orizaba,Veracruz,México
A84028,Nuevo Laredo,Tamaulipas,México
A80660,San Pedro Garza García,Nuevo León,México
A39486,Papantla,Veracruz,México
A76151,Acuña,Coahuila,México
A54846,Poza Rica,Veracruz,México
A58055,San Francisco de Campeche,Campeche,México
A63302,Cadereyta Jiménez,Nuevo León,México
A23158,Ciudad Victoria,Tamaulipas,México
A64491,Ciudad Sabinas,Coahuila,México
A16399,Ciudad Victoria,Tamaulipas,México
A43309,Ciudad Victoria,Tamaulipas,México
A31202,San Pedro Garza García,Nuevo León,México
A28920,Fresnillo,Zacatecas,México
A59571,New Orleans,Louisiana,Estados Unidos de América
A28723,Navojoa,Sonora,México
A67817,Poza Rica,Veracruz,México
A72378,Jalapa,Veracruz,México
A74650,Santa Bárbara,Chihuahua,México
A88789,Ciudad Obregón,Sonora,México
A94450,San Nicolás de los Garza,Nuevo León,México
A45066,Reynosa,Tamaulipas,México
A31380,Reynosa,Tamaulipas,México
A47257,Reynosa,Tamaulipas,México
A91733,Reynosa,Tamaulipas,México
A36634,Monterrey,Nuevo León,México
A56734,Saltillo,Coahuila,México
A48370,Colima,Colima,México
A21125,Chetumal (Ciudad Chetumal),Quintana Roo,México
A21959,Matamoros (Heróica Matamoros),Tamaulipas,México
A81375,Querétaro,Querétaro,México
A19929,Montemorelos,Nuevo León,México
A41894,Matamoros (Heróica Matamoros),Tamaulipas,México
A69622,Matamoros (Heróica Matamoros),Tamaulipas,México
A69969,San Pedro Garza García,Nuevo León,México
A58997,Matamoros (Heróica Matamoros),Tamaulipas,México
A86224,Guadalupe,Nuevo León,México
A59796,Nueva Rosita,Coahuila,México
A88910,Mazatlán,Sinaloa,México
A69272,Tuxpan de Rodríguez Cano,Veracruz,México
A39696,Pachuca,Hidalgo,México
A77705,Monterrey,Nuevo León,México
A51802,Ciudad Victoria,Tamaulipas,México
A47539,San Nicolás de los Garza,Nuevo León,México
A90425,San Pedro Garza García,Nuevo León,México
A67317,Guadalupe,Nuevo León,México
A70625,Ciudad Madero,Tamaulipas,México
A90724,Monterrey,Nuevo León,México
A40500,San Nicolás de los Garza,Nuevo León,México
A40806,Monterrey,Nuevo León,México
A77876,Saltillo,Coahuila,México
A64801,Tampico,Tamaulipas,México
A14259,León,Guanajuato,México
A81435,Guadalupe,Nuevo León,México
A24955,Zapopan,Jalisco,México
A89350,Monterrey,Nuevo León,México
A47060,Ciudad Cuauhtémoc,Chihuahua,México
A54879,Torreón,Coahuila,México
A25761,Ciudad Obregón,Sonora,México
A20145,Ciudad Victoria,Tamaulipas,México
A58579,Monterrey,Nuevo León,México
A85974,Saltillo,Coahuila,México
A80769,Saltillo,Coahuila,México
A87933,Tampico,Tamaulipas,México
A46705,Guadalajara,Jalisco,México
A29329,Monterrey,Nuevo León,México
A28175,Monterrey,Nuevo León,México
A19905,Orizaba,Veracruz,México
A28735,Monterrey,Nuevo León,México
A70658,Monterrey,Nuevo León,México
A90458,Phoenix,Arizona,Estados Unidos de América
A80891,San Nicolás de los Garza,Nuevo León,México
A45515,San Nicolás de los Garza,Nuevo León,México
A45950,Guadalupe,Nuevo León,México
A27524,Ramos Arizpe,Coahuila,México
A50074,Celaya,Guanajuato,México
A33540,Coatzacoalcos,Veracruz,México
A82935,Celaya,Guanajuato,México
A89791,San Pedro Garza García,Nuevo León,México
A94243,San Salvador,San Salvador,El Salvador
A75190,Saltillo,Coahuila,México
A88005,San Pedro Garza García,Nuevo León,México
A20289,Ensenada,Baja California,México
A37049,Monterrey,Nuevo León,México
A24372,León,Guanajuato,México
A81463,Tampico,Tamaulipas,México
A86347,Tampico,Tamaulipas,México
A41588,San Pedro Garza García,Nuevo León,México
A80641,Monterrey,Nuevo León,México
A71956,Purepero de Echaiz,Michoacán,México
A85063,Monterrey,Nuevo León,México
A32596,Reynosa,Tamaulipas,México
A52198,San Nicolás de los Garza,Nuevo León,México
A34038,Monterrey,Nuevo León,México
A20243,San Nicolás de los Garza,Nuevo León,México
A82895,Durango,Durango,México
A66212,Coatzacoalcos,Veracruz,México
A39335,Monterrey,Nuevo León,México
A92793,Tehuacán,Puebla,México
A16929,Córdoba,Veracruz,México
A53113,Veracruz,Veracruz,México
A53959,Durango,Durango,México
A80455,Monterrey,Nuevo León,México
A59283,Aguascalientes,Aguascalientes,México
A66622,San Pedro Garza García,Nuevo León,México
A66872,Guadalupe,Nuevo León,México
A67280,Monterrey,Nuevo León,México
A90790,Comalcalco,Tabasco,México
A31529,Durango,Durango,México
A32156,San Nicolás de los Garza,Nuevo León,México
A52950,Monterrey,Nuevo León,México
A81658,San Nicolás de los Garza,Nuevo León,México
A17582,Ciudad Victoria,Tamaulipas,México
A82854,Tehuacán,Puebla,México
A34927,Monterrey,Nuevo León,México
A93279,Nuevo Laredo,Tamaulipas,México
A29723,Pasadena,Texas,Estados Unidos de América
A32116,San Pedro Garza García,Nuevo León,México
A19817,Monclova,Coahuila,México
A52910,Aguascalientes,Aguascalientes,México
A56561,San Pedro Garza García,Nuevo León,México
A81311,Tijuana,Baja California,México
A42515,Puebla,Puebla,México
A38539,San Pedro Garza García,Nuevo León,México
A82814,Altar,Sonora,México
A50914,Culiacán,Sinaloa,México
A79787,Quito,Pichincha,Ecuador
A91493,Quito,Pichincha,Ecuador
A68152,Quito,Pichincha,Ecuador
A68710,Quito,Pichincha,Ecuador
A74698,Veracruz,Veracruz,México
A78306,Monterrey,Nuevo León,México
A94498,Veracruz,Veracruz,México
A20721,Cuernavaca,Morelos,México
A67538,Chihuahua,Chihuahua,México
A21288,Guasave,Sinaloa,México
A88371,Tijuana,Baja California,México
A44810,Monterrey,Nuevo León,México
A42205,Ciudad Victoria,Tamaulipas,México
A28339,San Nicolás de los Garza,Nuevo León,México
A29825,Torreón,Coahuila,México
A64281,Torreón,Coahuila,México
A51519,Monclova,Coahuila,México
A53265,Torreón,Coahuila,México
A49197,Monterrey,Nuevo León,México
A72181,Celaya,Guanajuato,México
A93049,Monterrey,Nuevo León,México
A88449,San Pedro Garza García,Nuevo León,México
A92981,Ciudad Victoria,Tamaulipas,México
A15219,Tuxtepec,Oaxaca,México
A37092,Monterrey,Nuevo León,México
A28352,Saltillo,Coahuila,México
A32671,Metepec,Estado de México,México
A52979,Guadalupe,Nuevo León,México
A48805,Guayaquil,Guayas,Ecuador
A50524,Guayaquil,Guayas,Ecuador
A79378,Guayaquil,Guayas,Ecuador
A61368,Guayaquil,Guayas,Ecuador
A34955,Guayaquil,Guayas,Ecuador
A34993,Guayaquil,Guayas,Ecuador
A30315,Guayaquil,Guayas,Ecuador
A19603,Guayaquil,Guayas,Ecuador
A53052,Monterrey,Nuevo León,México
A60888,Guayaquil,Guayas,Ecuador
A79575,La Libertad,La Libertad,El Salvador
A17201,San Salvador,San Salvador,El Salvador
A19164,Nueva Rosita,Coahuila,México
A17682,San Pedro Garza García,Nuevo León,México
A80921,Cunduacan,Tabasco,México
A37001,Ciudad Victoria,Tamaulipas,México
A19770,Reynosa,Tamaulipas,México
A67738,Saltillo,Coahuila,México
A23208,San Francisco de Campeche,Campeche,México
A39554,Saltillo,Coahuila,México
A42494,Santa Cruz,Santa Cruz de la Sierra,Bolivia
A48267,Monterrey,Nuevo León,México
A34016,Santa Cruz,Santa Cruz de la Sierra,Bolivia
A86879,Santa Cruz,Santa Cruz de la Sierra,Bolivia
A19156,Tegucigalpa,Francisco Morazán,Honduras
A81006,Tegucigalpa,Francisco Morazán,Honduras
A77477,Saltillo,Coahuila,México
A16071,Torreón,Coahuila,México
A16735,Cochabamba,Cochabamba,Bolivia
A54229,Ciudad Magdalena de Kino,Sonora,México
A82359,Tegucigalpa,Francisco Morazán,Honduras
A86113,Guatemala,Guatemala,Guatemala
A44025,Guatemala,Guatemala,Guatemala
A63026,Guatemala,Guatemala,Guatemala
A90256,Guatemala,Guatemala,Guatemala
A39918,Guatemala,Guatemala,Guatemala
A81126,Guatemala,Guatemala,Guatemala
A36386,Guatemala,Guatemala,Guatemala
A52839,Guatemala,Guatemala,Guatemala
A48143,Guatemala,Guatemala,Guatemala
A65606,Guatemala,Guatemala,Guatemala
A64920,Guatemala,Guatemala,Guatemala
A39264,La Paz,La Paz,Bolivia
A22853,San Pedro Garza García,Nuevo León,México
A24697,Ciudad Victoria,Tamaulipas,México
A74881,Ciudad Obregón,Sonora,México
A93883,Tegucigalpa,Francisco Morazán,Honduras
A75198,Guadalajara,Jalisco,México
A28098,Ciudad Juárez,Chihuahua,México
A51498,Jalapa,Veracruz,México
A43900,Tampico,Tamaulipas,México
A61138,Veracruz,Veracruz,México
A42577,Jalapa,Veracruz,México
A68519,Veracruz,Veracruz,México
A74297,Naolinco de Victoria,Veracruz,México
A16551,Boca del Río,Veracruz,México
A85856,Boca del Río,Veracruz,México
A37431,Boca del Río,Veracruz,México
A87530,Acapulco,Guerrero,México
A77372,San Nicolás de los Garza,Nuevo León,México
A47646,San José,San José,Costa Rica
A44663,San José,San José,Costa Rica
A39111,Panamá,Panamá,Panamá
A83290,Panamá,Panamá,Panamá
A92501,El Dorado,Panamá,Panamá
A46922,Panamá,Panamá,Panamá
A86035,Panamá,Panamá,Panamá
A33420,Panamá,Panamá,Panamá
A58632,Panamá,Panamá,Panamá
A88233,Panamá,Panamá,Panamá
A13016,Panamá,Panamá,Panamá
A26709,Saltillo,Coahuila,México
A82189,Saltillo,Coahuila,México
A63416,Torreón,Coahuila,México
A35497,Querétaro,Querétaro,México
A90572,Veracruz,Veracruz,México
A89320,Guasave,Sinaloa,México
A89460,Monclova,Coahuila,México
A19206,Managua,Managua,Nicaragua
A81493,Monterrey,Nuevo León,México
A86903,San Nicolás de los Garza,Nuevo León,México
A64546,Monterrey,Nuevo León,México
A39079,Tijuana,Baja California,México
A69962,Ciudad Obregón,Sonora,México
A90521,Salamanca,Guanajuato,México
A90708,Celaya,Guanajuato,México
A45062,Celaya,Guanajuato,México
A45520,Villahermosa,Tabasco,México
A49395,Chihuahua,Chihuahua,México
A48856,Frontera,Coahuila,México
A16957,Monterrey,Nuevo León,México
A58014,Monterrey,Nuevo León,México
A59694,Mexicali,Baja California,México
A91238,Ciudad Obregón,Sonora,México
A77214,Veracruz,Veracruz,México
A78218,Guadalupe,Nuevo León,México
A78457,Veracruz,Veracruz,México
A85332,Monterrey,Nuevo León,México
A54303,Monterrey,Nuevo León,México
A34510,Monterrey,Nuevo León,México
A32426,Monterrey,Nuevo León,México
A37347,San Pedro Garza García,Nuevo León,México
A55489,Monterrey,Nuevo León,México
A74625,Aguascalientes,Aguascalientes,México
A32137,Monterrey,Nuevo León,México
A53562,Ciudad Victoria,Tamaulipas,México
A60317,San Francisco de Campeche,Campeche,México
A19985,San Luis Potosí,San Luis Potosí,México
A89564,San Nicolás de los Garza,Nuevo León,México
A64823,Xaltelulco,Tlaxcala,México
A35594,Tijuana,Baja California,México
A89308,San Nicolás de los Garza,Nuevo León,México
A41549,Guatemala,Guatemala,Guatemala
A75310,Guadalupe,Nuevo León,México
A22953,San Pedro Garza García,Nuevo León,México
A14245,San Pedro Garza García,Nuevo León,México
A25426,San Nicolás de los Garza,Nuevo León,México
A19663,La Paz,Baja California Sur,México
A18212,San Salvador,San Salvador,El Salvador
A57890,Ciudad Benito Juárez,Nuevo León,México
A87495,Saltillo,Coahuila,México
A79879,Durango,Durango,México
A38482,Tijuana,Baja California,México
A62783,Monterrey,Nuevo León,México
A65355,Ciudad Victoria,Tamaulipas,México
A65697,Jaltipan,Veracruz,México
A69361,San Pedro Garza García,Nuevo León,México
A43752,Monterrey,Nuevo León,México
A35805,Tacotalpa,Tabasco,México
A54593,San Pedro Garza García,Nuevo León,México
A34090,Monterrey,Nuevo León,México
A86500,San Pedro Garza García,Nuevo León,México
A38487,San Nicolás de los Garza,Nuevo León,México
A88101,Tijuana,Baja California,México
A40102,Villahermosa,Tabasco,México
A90801,Los Mochis,Sinaloa,México
A84997,Punta Colonet,Baja California,México
A24596,Monterrey,Nuevo León,México
A81063,Tijuana,Baja California,México
A58629,Veracruz,Veracruz,México
A22846,Mérida,Yucatán,México
A68501,San Nicolás de los Garza,Nuevo León,México
A80582,Guadalupe,Nuevo León,México
A91313,Oaxaca,Oaxaca,México
A92063,Saltillo,Coahuila,México
A87813,San Pedro Garza García,Nuevo León,México
A36154,Monterrey,Nuevo León,México
A24060,Torreón,Coahuila,México
A86852,Monterrey,Nuevo León,México
A81005,Matamoros (Heróica Matamoros),Tamaulipas,México
A42829,Tuxtla Gutiérrez,Chiapas,México
A31172,Guanajuato,Guanajuato,México
A60633,Durango,Durango,México
A22892,Córdoba,Veracruz,México
A65079,Monclova,Coahuila,México
A90255,Jalapa,Veracruz,México
A67567,Minatitlán,Veracruz,México
A67868,Chihuahua,Chihuahua,México
A92358,Saltillo,Coahuila,México
A77459,Tijuana,Baja California,México
A22556,Saltillo,Coahuila,México
A20750,Ensenada,Baja California,México
A48291,Monterrey,Nuevo León,México
A38939,Piedras Negras,Coahuila,México
A29896,Morelia,Michoacán,México
A63141,Ciudad Obregón,Sonora,México
A45208,San Francisco de Campeche,Campeche,México
A76606,San Francisco de Campeche,Campeche,México
A46444,Aguascalientes,Aguascalientes,México
A22446,San Luis Potosí,San Luis Potosí,México
A34042,Marín,Nuevo León,México
A20324,Saltillo,Coahuila,México
A25782,Mérida,Yucatán,México
A19747,Huatabampo,Sonora,México
A59432,Monterrey,Nuevo León,México
A66091,Miguel Alemán,Tamaulipas,México
A67956,Guadalupe,Nuevo León,México
A91100,Guadalajara,Jalisco,México
A43501,Torreón,Coahuila,México
A87131,Tampico,Tamaulipas,México
A87071,Durango,Durango,México
A92873,Monterrey,Nuevo León,México
A37044,Monterrey,Nuevo León,México
A49340,Monterrey,Nuevo León,México
A50353,Ciudad Victoria,Tamaulipas,México
A64304,San Pedro Garza García,Nuevo León,México
A66852,Zapopan,Jalisco,México
A35469,Guadalajara,Jalisco,México
A75569,Tampico,Tamaulipas,México
A48839,Ensenada,Baja California,México
A80374,Saltillo,Coahuila,México
A21127,Saltillo,Coahuila,México
A83885,Monterrey,Nuevo León,México
A72339,Monterrey,Nuevo León,México
A39524,Veracruz,Veracruz,México
A18291,Veracruz,Veracruz,México
A60787,Monterrey,Nuevo León,México
A19126,Ciudad Juárez,Chihuahua,México
A26686,Tampico,Tamaulipas,México
A70514,Amsterdam,Noord-Holland,Holanda
A64784,Aguascalientes,Aguascalientes,México
A73810,Aguascalientes,Aguascalientes,México
A90614,Monterrey,Nuevo León,México
A40414,Aguascalientes,Aguascalientes,México
A91097,Ocosingo,Chiapas,México
A77228,Veracruz,Veracruz,México
A31467,Monterrey,Nuevo León,México
A55419,Monterrey,Nuevo León,México
A57213,San Nicolás de los Garza,Nuevo León,México
A41539,San Pedro Garza García,Nuevo León,México
A71943,Monterrey,Nuevo León,México
A52149,Veracruz,Veracruz,México
A25861,Guadalupe,Nuevo León,México
A38164,General Escobedo,Nuevo León,México
A39230,Veracruz,Veracruz,México
A70765,Guadalupe,Nuevo León,México
A71206,Monclova,Coahuila,México
A88862,Monterrey,Nuevo León,México
A89438,Morelia,Michoacán,México
A13387,Monterrey,Nuevo León,México
A30958,Cárdenas,Tabasco,México
A29431,San Juan del Río,Querétaro,México
A54763,San Nicolás de los Garza,Nuevo León,México
A33379,Mexicali,Baja California,México
A63284,Apodaca,Nuevo León,México
A40650,Mexicali,Baja California,México
A93495,Ciudad Obregón,Sonora,México
A36738,Tijuana,Baja California,México
A56675,Monterrey,Nuevo León,México
A60312,San Pedro Garza García,Nuevo León,México
A63459,Ciudad Victoria,Tamaulipas,México
A65006,Morelia,Michoacán,México
A13059,Pánuco,Veracruz,México
A80879,San Pedro Garza García,Nuevo León,México
A44331,Monterrey,Nuevo León,México
A54914,Monterrey,Nuevo León,México
A55871,San Pedro Garza García,Nuevo León,México
A56382,Monterrey,Nuevo León,México
A56385,San Nicolás de los Garza,Nuevo León,México
A15289,Monterrey,Nuevo León,México
A34604,Guadalupe,Nuevo León,México
A74781,Guadalupe,Nuevo León,México
A76130,Monterrey,Nuevo León,México
A86314,Monclova,Coahuila,México
A24187,El Paso,Texas,Estados Unidos de América
A82106,Naucalpan de Juárez,Estado de México,México
A44722,Villahermosa,Tabasco,México
A92026,San Nicolás de los Garza,Nuevo León,México
A67684,Veracruz,Veracruz,México
A17487,Veracruz,Veracruz,México
A71896,Monterrey,Nuevo León,México
A89314,Puebla,Puebla,México
A45245,Cuauhtémoc,Distrito Federal,México
A36848,Guadalupe,Nuevo León,México
A32789,Villahermosa,Tabasco,México
A18785,Huatabampo,Sonora,México
A27298,Culiacán,Sinaloa,México
A88047,Hermosillo,Sonora,México
A71462,Monterrey,Nuevo León,México
A83445,Azua,Azua,República Dominicana
A87373,Monterrey,Nuevo León,México
A31023,Coacalco de Berriozabal,Estado de México,México
A27574,Naucalpan de Juárez,Estado de México,México
A20430,Monterrey,Nuevo León,México
A81727,Las Choapas,Veracruz,México
A35180,Los Mochis,Sinaloa,México
A84566,Monterrey,Nuevo León,México
A75469,Los Mochis,Sinaloa,México
A80470,Boca del Río,Veracruz,México
A76036,Torreón,Coahuila,México
A16288,Guadalajara,Jalisco,México
A18295,Monterrey,Nuevo León,México
A31792,Culiacán,Sinaloa,México
A32509,Cancún,Quintana Roo,México
A23968,San Pedro Garza García,Nuevo León,México
A25712,Guatemala,Guatemala,Guatemala
A66981,Monterrey,Nuevo León,México
A44799,Santa Catarina,Nuevo León,México
A87923,Poza Rica,Veracruz,México
A22376,Monterrey,Nuevo León,México
A63307,Poza Rica,Veracruz,México
A64199,Ciudad Hidalgo,Michoacán,México
A18652,Monterrey,Nuevo León,México
A86283,Minatitlán,Veracruz,México
A59996,Reynosa,Tamaulipas,México
A24877,Chihuahua,Chihuahua,México
A17948,Las Cruces,New Mexico,Estados Unidos de América
A27352,Chihuahua,Chihuahua,México
A68667,Degollado,Jalisco,México
A67146,Arandas,Jalisco,México
A78426,Coatzacoalcos,Veracruz,México
A14389,Monterrey,Nuevo León,México
A41145,Brownsville,Texas,Estados Unidos de América
A31348,Monterrey,Nuevo León,México
A22467,Veracruz,Veracruz,México
A52046,San Nicolás de los Garza,Nuevo León,México
A52241,Puebla,Puebla,México
A90303,Guadalupe,Nuevo León,México
A77049,Monterrey,Nuevo León,México
A20188,Tijuana,Baja California,México
A41713,San Nicolás de los Garza,Nuevo León,México
A64813,Cadereyta Jiménez,Nuevo León,México
A83389,Salamanca,Guanajuato,México
A39840,San Nicolás de los Garza,Nuevo León,México
A75171,Saltillo,Coahuila,México
A23745,Morelia,Michoacán,México
A22395,Veracruz,Veracruz,México
A15290,Chihuahua,Chihuahua,México
A58109, , ,Venezuela
A38308,Iztapalapa,Distrito Federal,México
A26493,Cuautitlán Izcalli,Estado de México,México
A15672,Jerez (Jerez de García Salinas),Zacatecas,México
A74984,Torreón,Coahuila,México
A78109,León,León,Nicaragua
A20159,Monterrey,Nuevo León,México
A56314,San Pedro Garza García,Nuevo León,México
A80537,Monterrey,Nuevo León,México
A37259,Ciudad Victoria,Tamaulipas,México
A56269,Monterrey,Nuevo León,México
A50958,Santa Catarina,Nuevo León,México
A39454,Acapulco,Guerrero,México
A90199,Monterrey,Nuevo León,México
A76334,Jalapa,Veracruz,México
A36703,San Pedro Garza García,Nuevo León,México
A24365,Apodaca,Nuevo León,México
A44634,San Nicolás de los Garza,Nuevo León,México
A60300,Reynosa,Tamaulipas,México
A61415,Monterrey,Nuevo León,México
A66065,Monterrey,Nuevo León,México
A28568,Saltillo,Coahuila,México
A69340,Guadalupe,Nuevo León,México
A84217,Saltillo,Coahuila,México
A44229,San Nicolás de los Garza,Nuevo León,México
A31661,Montemorelos,Nuevo León,México
A56398,Monterrey,Nuevo León,México
A24402,Reynosa,Tamaulipas,México
A51761,San Nicolás de los Garza,Nuevo León,México
A81562,San Nicolás de los Garza,Nuevo León,México
A81936,Puebla,Puebla,México
A41915,Saltillo,Coahuila,México
A94724,San Nicolás de los Garza,Nuevo León,México
A54325,San Nicolás de los Garza,Nuevo León,México
A50406,Monterrey,Nuevo León,México
A80308,Cadereyta Jiménez,Nuevo León,México
A82849,Tampico,Tamaulipas,México
A70520,Tecomán,Colima,México
A40420,Saltillo,Coahuila,México
A76444,Detroit,Michigan,Estados Unidos de América
A90620,Monterrey,Nuevo León,México
A36953,Monterrey,Nuevo León,México
A22276,Ciudad Victoria,Tamaulipas,México
A79329,San Pedro Garza García,Nuevo León,México
A79401,Monterrey,Nuevo León,México
A75202,San Pedro Garza García,Nuevo León,México
A51826,Ciudad Sabinas,Coahuila,México
A48099,Monterrey,Nuevo León,México
A81253,Calpulalpan,Tlaxcala,México
A29698,Monterrey,Nuevo León,México
A87795,San Pedro Garza García,Nuevo León,México
A75722,Jalapa,Veracruz,México
A95014,Coyoacán,Distrito Federal,México
A36987,Uruapan,Michoacán,México
A52802,Mexicali,Baja California,México
A53000,Ensenada,Baja California,México
A82022,Orizaba,Veracruz,México
A29673,Aguascalientes,Aguascalientes,México
A22604,Ciudad Victoria,Tamaulipas,México
A52881,Ensenada,Baja California,México
A24468,Mexicali,Baja California,México
A26268,Tlaxcala,Tlaxcala,México
A70080,Aguascalientes,Aguascalientes,México
A81734,Frontera,Coahuila,México
A85170,Jalapa,Veracruz,México
A24229,Boca del Río,Veracruz,México
A24027,Irapuato,Guanajuato,México
A59929,Villahermosa,Tabasco,México
A59364,Ensenada,Baja California,México
A89207,Ciudad Victoria,Tamaulipas,México
A64229,Monclova,Coahuila,México
A19112,Durango,Durango,México
A73056,Villahermosa,Tabasco,México
A41422,Reynosa,Tamaulipas,México
A69822,Cuauhtémoc,Distrito Federal,México
A70532,San Pedro Garza García,Nuevo León,México
A91622,Cancún,Quintana Roo,México
A90632,Los Mochis,Sinaloa,México
A31338,Reynosa,Tamaulipas,México
A55095,Coatzacoalcos,Veracruz,México
A25508,Tijuana,Baja California,México
A39189,Houston,Texas,Estados Unidos de América
A28806,Minatitlán,Veracruz,México
A83066,Veracruz,Veracruz,México
A68200,Monterrey,Nuevo León,México
A35492,Monterrey,Nuevo León,México
A84193,Guadalupe,Nuevo León,México
A73849,Santiago,Nuevo León,México
A75240,Guadalupe,Nuevo León,México
A24150,Monterrey,Nuevo León,México
A34743,Monterrey,Nuevo León,México
A92255,Monterrey,Nuevo León,México
A28661,San Pedro Garza García,Nuevo León,México
A35560,Monterrey,Nuevo León,México
A93394,Santiago,Nuevo León,México
A92215,San Nicolás de los Garza,Nuevo León,México
A77031,Monterrey,Nuevo León,México
A33181,Monterrey,Nuevo León,México
A33229,Monterrey,Nuevo León,México
A55678,Los Mochis,Sinaloa,México
A80322,Montemorelos,Nuevo León,México
A90224,Querétaro,Querétaro,México
A40318,Monterrey,Nuevo León,México
A90895,Guadalupe,Nuevo León,México
A16893,Guadalupe,Nuevo León,México
A79300,Monterrey,Nuevo León,México
A91605,Monterrey,Nuevo León,México
A74737,San Nicolás de los Garza,Nuevo León,México
A43843,San Pedro Garza García,Nuevo León,México
A69160,San Pedro Garza García,Nuevo León,México
A69195,Santa Catarina,Nuevo León,México
A82996,San Pedro Garza García,Nuevo León,México
A26677,San Nicolás de los Garza,Nuevo León,México
A69665,Alvaro Obregón,Distrito Federal,México
A90232,Saltillo,Coahuila,México
A91020,Guadalupe,Nuevo León,México
A82755,Monterrey,Nuevo León,México
A92409,Mixquiahuala,Hidalgo,México
A72021,Monterrey,Nuevo León,México
A72609,Monterrey,Nuevo León,México
A81498,Saltillo,Coahuila,México
A44078,Ciudad Victoria,Tamaulipas,México
A92035,Ciudad Juárez,Chihuahua,México
A92112,Monterrey,Nuevo León,México
A77277,San Pedro Garza García,Nuevo León,México
A27951,Monterrey,Nuevo León,México
A51895,Monterrey,Nuevo León,México
A28561,San Nicolás de los Garza,Nuevo León,México
A59035,Celaya,Guanajuato,México
A88228,Monterrey,Nuevo León,México
A59479,Minatitlán,Veracruz,México
A66869,San Nicolás de los Garza,Nuevo León,México
A35466,Monterrey,Nuevo León,México
A20319,Guadalajara,Jalisco,México
A40272,Culiacán,Sinaloa,México
A92239,San Nicolás de los Garza,Nuevo León,México
A24511,Los Mochis,Sinaloa,México
A50824,Santa Fé de Bogotá,Cundinamarca,Colombia
A42603,Toluca de Lerdo,Estado de México,México
A87243,Veracruz,Veracruz,México
A89952,Monterrey,Nuevo León,México
A53011,San Pedro Garza García,Nuevo León,México
A54108,Tehuacán,Puebla,México
A43475,Ciudad Victoria,Tamaulipas,México
A79825,Santiago,Nuevo León,México
A64828,Monterrey,Nuevo León,México
A67149,Monterrey,Nuevo León,México
A34506,Gijon,Asturias,España
A84238,Reynosa,Tamaulipas,México
A39229,Monterrey,Nuevo León,México
A74903,Jalapa,Veracruz,México
A77884,Saltillo,Coahuila,México
A21603,San Pedro Garza García,Nuevo León,México
A54393,Miguel Hidalgo,Distrito Federal,México
A52244,Villahermosa,Tabasco,México
A52099,Guayaquil,Guayas,Ecuador
A40966,Monterrey,Nuevo León,México
A42993,Jalapa,Veracruz,México
A19105,Veracruz,Veracruz,México
A86395,Coyoacán,Distrito Federal,México
A18905,San Nicolás de los Garza,Nuevo León,México
A41583,San Pedro Garza García,Nuevo León,México
A82693,Monterrey,Nuevo León,México
A35048,Monclova,Coahuila,México
A39518,Matamoros (Heróica Matamoros),Tamaulipas,México
A19074,Nogales,Sonora,México
A26512,Monterrey,Nuevo León,México
A77916,Guatemala,Guatemala,Guatemala
A36606,Ignacio Allende,Coahuila,México
A37034,Quetzaltenango,Guatemala,Guatemala
A32414,Veracruz,Veracruz,México
A56706,Durango,Durango,México
A55231,Durango,Durango,México
A66033,Tamuin,San Luis Potosí,México
A87574,Tijuana,Baja California,México
A70379,Tepic,Nayarit,México
A56341,Saltillo,Coahuila,México
A26209,Matamoros (Heróica Matamoros),Tamaulipas,México
A38769,Ensenada,Baja California,México
A39148,Veracruz,Veracruz,México
A25967,Aguascalientes,Aguascalientes,México
